"GeoLocation__Latitude__s","GeoLocation__Longitude__s","Post_Code__c","State__c","Suburb__c"
"-16.4916","145.4295","4877","QLD","KILLALOE"
"-16.5901","145.4991","4877","QLD","MOWBRAY"
"-16.5874","145.5219","4877","QLD","OAK BEACH"
"-16.4988","145.4627","4877","QLD","PORT DOUGLAS"
"-16.6573","145.5736","4877","QLD","WANGETTI"
"-16.8645","145.7116","4878","QLD","BARRON"
"-16.8605","145.6834","4878","QLD","CARAVONICA"
"-16.8457","145.7316","4878","QLD","HOLLOWAYS BEACH"
"-16.8535","145.7492","4878","QLD","MACHANS BEACH"
"-16.8312","145.6912","4878","QLD","SMITHFIELD"
"-16.8219","145.717","4878","QLD","YORKEYS KNOB"
"-16.7704","145.6709","4879","QLD","CLIFTON BEACH"
"-16.7262","145.6723","4879","QLD","ELLIS BEACH"
"-16.7863","145.6774","4879","QLD","KEWARRA BEACH"
"-16.7467","145.6676","4879","QLD","PALM COVE"
"-16.7888","145.6976","4879","QLD","TRINITY BEACH"
"-16.805","145.7058","4879","QLD","TRINITY PARK"
"-17.0488","145.2931","4880","QLD","ARRIGA"
"-16.8627","145.4278","4880","QLD","BIBOOHRA"
"-17.0672","145.3711","4880","QLD","CHEWKO"
"-16.9434","145.1777","4880","QLD","GLEN RUSSELL"
"-17.05","145.5036","4880","QLD","MAREEBA"
"-16.9096","145.2817","4880","QLD","PADDYS GREEN"
"-16.9014","145.5342","4881","QLD","KOAH"
"-16.8313","145.6094","4881","QLD","KURANDA"
"-16.7321","145.556","4881","QLD","MONA MONA"
"-16.8891","145.6229","4881","QLD","SPEEWAH"
"-17.1847","145.463","4882","QLD","TOLGA"
"-17.2701","145.4819","4883","QLD","ATHERTON"
"-17.294","145.4424","4883","QLD","CARRINGTON"
"-17.2842","145.5454","4883","QLD","EAST BARRON"
"-17.3859","145.5081","4883","QLD","UPPER BARRON"
"-17.332","145.4651","4883","QLD","WONGABEL"
"-17.2561","145.7217","4884","QLD","GADGARRA"
"-17.245","145.6464","4884","QLD","LAKE BARRINE"
"-17.3022","145.6462","4884","QLD","LAKE EACHAM"
"-17.2746","145.6003","4884","QLD","YUNGABURRA"
"-17.3385","145.6997","4885","QLD","BUTCHERS CREEK"
"-17.3767","145.6723","4885","QLD","GLEN ALLYN"
"-17.4063","145.5842","4885","QLD","JAGGAN"
"-17.3356","145.5874","4885","QLD","KUREEN"
"-17.3733","145.5915","4885","QLD","MALANDA"
"-17.3324","145.6634","4885","QLD","NORTH JOHNSTONE"
"-17.3131","145.5988","4885","QLD","PEERAMON"
"-17.4324","145.6174","4885","QLD","TARZALI"
"-17.4126","145.7086","4885","QLD","TOPAZ"
"-17.5608","145.579","4886","QLD","BEATRICE"
"-17.5077","145.663","4886","QLD","ELLINJAA"
"-17.6065","145.5969","4886","QLD","MAALAN"
"-17.5629","145.6396","4886","QLD","MIDDLEBROOK"
"-17.4941","145.6304","4886","QLD","MILLAA MILLAA"
"-17.4767","145.5689","4886","QLD","MINBUN"
"-17.49","145.5853","4886","QLD","MOREGATTA"
"-17.5441","145.6919","4886","QLD","MUNGALLI"
"-17.3899","145.387","4887","QLD","HERBERTON"
"-17.446","145.0897","4887","QLD","IRVINEBANK"
"-17.4378","145.3875","4887","QLD","KALUNGA"
"-17.3575","145.418","4887","QLD","MOOMIN"
"-17.3189","145.3352","4887","QLD","WATSONVILLE"
"-17.4299","145.4302","4887","QLD","WONDECLA"
"-17.5173","145.4921","4888","QLD","EVELYN"
"-17.5068","145.3841","4888","QLD","KABAN"
"-17.6248","145.3652","4888","QLD","MILLSTREAM"
"-17.6209","145.5068","4888","QLD","RAVENSHOE"
"-17.5625","145.4336","4888","QLD","TUMOULIN"
"-17.0594","141.28","4890","QLD","HOWITT"
"-17.9057","140.9215","4890","QLD","NORMANTON"
"-17.4777","140.873","4891","QLD","KARUMBA"
"-17.8117","143.4581","4892","QLD","ABINGDON DOWNS"
"-17.0861","144.0132","4892","QLD","ARBOUIN"
"-13.3507","142.5953","4892","QLD","ARCHER RIVER"
"-12.5758","142.1567","4892","QLD","AURUKUN"
"-16.6338","144.2636","4892","QLD","BELLEVUE"
"-13.8089","143.351","4892","QLD","COEN"
"-15.3798","143.2422","4892","QLD","DIXIE"
"-15.1635","142.5122","4892","QLD","EDWARD RIVER"
"-16.4248","143.491","4892","QLD","GAMBOOLA"
"-16.3895","144.3621","4892","QLD","GROGANVILLE"
"-16.3223","143.0015","4892","QLD","HIGHBURY"
"-14.208","142.4575","4892","QLD","HOLROYD RIVER"
"-15.2791","141.8167","4892","QLD","KOWANYAMA"
"-14.7007","144.2234","4892","QLD","LAKEFIELD"
"-15.4486","144.0752","4892","QLD","LAURA"
"-14.7544","145.3537","4892","QLD","LIZARD"
"-13.0441","143.3044","4892","QLD","LOCKHART RIVER"
"-16.9153","143.5439","4892","QLD","LYNDSIDE"
"-16.1161","142.3599","4892","QLD","MARAMIE"
"-16.2856","144.032","4892","QLD","MOUNT MULGRAVE"
"-15.9788","143.5243","4892","QLD","PALMER"
"-14.7403","141.8337","4892","QLD","PORMPURAAW"
"-17.2899","143.7087","4892","QLD","RAVENSWORTH"
"-17.4338","143.3015","4892","QLD","RED RIVER"
"-16.9941","139.1997","4892","QLD","SOUTH WELLESLEY ISLANDS"
"-16.5907","142.9048","4892","QLD","STAATEN"
"-16.6108","139.4739","4892","QLD","WELLESLEY ISLANDS"
"-16.7835","139.1508","4892","QLD","WEST WELLESLEY ISLANDS"
"-16.6407","143.9145","4892","QLD","WROTHAM"
"-15.8047","141.8836","4892","QLD","YAGOONYA"
"-14.5181","143.3886","4892","QLD","YARRADEN"
"-15.9543","145.2063","4895","QLD","BLOOMFIELD"
"-15.3933","145.0109","4895","QLD","COOKTOWN"
"-15.9476","145.3414","4895","QLD","DEGARRA"
"-15.1368","145.2476","4895","QLD","HOPE VALE"
"-15.7824","145.2661","4895","QLD","ROSSVILLE"
"-14.5759","144.7797","4895","QLD","STARCKE"
"-15.9484","145.3185","4895","QLD","WUJAL WUJAL"
"-42.0744","145.6191","4017","QLD","SILMANTOWN"
"-12.4633","130.8434","800","QLD","DARWIN"
"-12.3798","130.8738","810","QLD","ALAWA"
"-12.3656","130.8659","810","QLD","BRINKIN"
"-12.3742","130.8813","810","QLD","CASUARINA"
"-12.396","130.8491","810","QLD","COCONUT GROVE"
"-12.3892","130.872","810","QLD","JINGILI"
"20.0","100.0","305","QLD","MARCH"
"-12.4633","130.8434","124","QLD","DARWIN"
"-12.3798","130.8738","215","QLD","ALAWA"
"-12.3656","130.8659","245","QLD","BRINKIN"
"-12.3742","130.8813","652","QLD","RTetr0"
"-12.396","130.8491","810","QLD","TRTYTYG"
"-12.3892","130.872","810","QLD","GRGRTYT"
"20.0","100.0","305","QLD","YTYTYUY"
